,name,lng,lat,diet,period,type,length
13446,Spinosaurus,-4.17669,31.58778,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
13455,Velociraptor,102.909164,44.094166,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
13471,Velociraptor,104.0,44.0,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
13476,Iguanodon,-0.185004,40.593102,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13489,Psittacosaurus,108.446671,45.849998,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
13493,Megalosaurus,14.81222,54.014999,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13494,Iguanodon,9.199823,52.325211,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13495,Psittacosaurus,111.235275,44.275833,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
13502,Allosaurus,-106.1073,41.8825,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
13506,Allosaurus,-108.449997,37.200001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
13509,Triceratops,-104.1978,41.907799,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13512,Triceratops,-104.1978,41.907799,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13514,Triceratops,-104.371201,41.7346,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13528,Megalosaurus,97.327209,31.067663,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13533,Megalosaurus,97.199997,31.1,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13536,Triceratops,-110.626099,41.748199,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13537,Triceratops,-106.62278,41.834999,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13538,Triceratops,-106.62278,41.834999,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13545,Carcharodontosaurus,10.289189,33.190479,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
13546,Spinosaurus,10.289189,33.190479,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
13551,Allosaurus,5.767404,46.030991,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
13552,Allosaurus,6.159888,46.131725,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
13610,Triceratops,-107.33667,47.656944,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
13668,Iguanodon,-2.386667,42.061111,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13669,Iguanodon,-2.386667,42.061111,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13670,Iguanodon,-2.386667,42.061111,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13671,Megalosaurus,-2.386708,42.061131,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13672,Megalosaurus,-2.386708,42.061131,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13673,Iguanodon,-2.386708,42.061131,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13674,Megalosaurus,-2.386708,42.061131,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13675,Iguanodon,-2.386708,42.061131,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13676,Megalosaurus,-2.386708,42.061131,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
13678,Diplodocus,-109.300552,40.441387,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
13679,Diplodocus,-106.07917,41.901386,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
13703,Maiasaura,-113.75,48.633301,herbivorous,Late Cretaceous 80-75 million years ago,euornithopod,9.0
13719,Pachycephalosaurus,-112.935257,51.953251,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
13720,Psittacosaurus,88.093056,55.973057,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
13721,Psittacosaurus,88.318611,55.876667,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
13744,Psittacosaurus,-102.481392,45.375832,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
13756,Iguanodon,0.545833,50.855556,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13765,Velociraptor,103.288887,44.232777,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
13806,Velociraptor,107.843613,43.663334,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
13809,Iguanodon,-0.217791,40.582836,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13820,Iguanodon,0.424167,40.493332,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13821,Iguanodon,0.424167,40.493332,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13822,Iguanodon,0.424167,40.493332,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13823,Iguanodon,0.424167,40.493332,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13857,Ampelosaurus,5.612007,43.48801,herbivorous,Late Cretaceous 71-65 million years ago,sauropod,15.0
13877,Iguanodon,-0.883872,40.645859,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13878,Iguanodon,-0.883872,40.645859,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13881,Iguanodon,-3.173503,42.150997,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13898,Iguanodon,0.6,50.849998,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13909,Iguanodon,0.2,52.116699,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13936,Iguanodon,0.192161,51.053131,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
13958,Parasaurolophus,-108.084167,36.343887,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
13990,Parasaurolophus,-108.084167,36.343613,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
13991,Parasaurolophus,-108.084167,36.343613,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
14079,Megalosaurus,-2.47736,42.227009,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14080,Megalosaurus,-2.47736,42.227009,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14081,Iguanodon,-2.47736,42.227009,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
14082,Iguanodon,-2.47736,42.227009,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
14083,Megalosaurus,-2.47736,42.227009,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14084,Iguanodon,-2.47736,42.227009,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
14085,Megalosaurus,-2.28049,42.2015,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14086,Megalosaurus,-2.28049,42.2015,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14087,Iguanodon,-2.28049,42.2015,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
14088,Megalosaurus,-2.28049,42.2015,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14089,Megalosaurus,-2.28049,42.2015,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14090,Megalosaurus,-2.193568,42.126328,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
14091,Triceratops,-106.954697,47.6087,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
14092,Triceratops,-107.018898,47.536201,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
14125,Kentrosaurus,39.230824,-9.709442,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
14753,Camarasaurus,-109.223335,40.405556,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
14754,Apatosaurus,-109.223335,40.405556,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
14756,Stegosaurus,-108.477219,38.853611,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
14757,Allosaurus,-106.145699,41.98,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
14758,Camarasaurus,-106.145699,41.98,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
14759,Diplodocus,-106.145699,41.98,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
14763,Allosaurus,-106.866402,44.0933,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
14764,Camarasaurus,-106.866402,44.0933,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
14765,Diplodocus,-106.866402,44.0933,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
14766,Apatosaurus,-106.866402,44.0933,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
14767,Stegosaurus,-106.866402,44.0933,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
14768,Camarasaurus,-106.866402,44.0933,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
14769,Allosaurus,-106.866402,44.0933,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
14887,Deinonychus,-108.729599,45.487,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
14888,Camarasaurus,-103.676201,37.5322,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
14889,Allosaurus,-103.676201,37.5322,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
14890,Apatosaurus,-103.676201,37.5322,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
14891,Allosaurus,-108.391647,40.455929,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
14892,Stegosaurus,-108.391647,40.455929,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
15093,Torosaurus,-107.192223,33.154167,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
15099,Psittacosaurus,106.98333,41.5,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
15100,Psittacosaurus,106.028053,38.963333,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
15133,Iguanodon,-103.186089,30.426767,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
15158,Velociraptor,99.599998,43.299999,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
15164,Psittacosaurus,108.398613,45.845833,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
15185,Triceratops,-104.192398,45.482071,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15186,Triceratops,-103.966599,45.393398,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15188,Triceratops,-103.8424,45.461102,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15191,Triceratops,-104.559998,47.790001,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15249,Pachycephalosaurus,-107.350281,47.053055,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
15297,Microraptor,119.683296,40.650002,carnivorous,Early Cretaceous 125-122 million years ago,small theropod,0.8
15342,Allosaurus,130.844238,32.742764,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
15343,Allosaurus,130.850861,32.748486,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
15350,Allosaurus,8.709167,52.292778,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
15351,Megalosaurus,8.709167,52.292778,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
15352,Brachiosaurus,8.709167,52.292778,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
15356,Camarasaurus,8.709167,52.292778,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
15363,Triceratops,-104.158203,40.759754,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15482,Tyrannosaurus,-105.080002,45.66,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
15488,Triceratops,-105.080002,45.66,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15490,Triceratops,-105.078613,45.678333,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15491,Pachycephalosaurus,-105.078613,45.678333,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
15591,Troodon,-111.56308,50.724758,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
15624,Stegosaurus,-108.767174,39.14613,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
15625,Allosaurus,-108.728333,39.15889,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
15670,Iguanodon,9.959357,52.341167,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
15739,Tyrannosaurus,-107.083,47.536201,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
15740,Psittacosaurus,102.066704,41.416698,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
15746,Troodon,-109.353058,43.636112,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
15774,Deinonychus,-38.316666,-6.733333,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
15791,Stegosaurus,-104.169296,34.9911,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
15792,Allosaurus,-107.401108,33.773609,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
15804,Megalosaurus,3.9653,50.488602,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
15816,Triceratops,-104.549721,45.889168,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15817,Tyrannosaurus,-104.549721,45.889168,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
15837,Iguanodon,78.849998,11.066667,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
15838,Iguanodon,-0.172222,51.086388,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
15839,Psittacosaurus,109.922005,44.461601,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
15840,Triceratops,-104.529999,43.34,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15844,Triceratops,-106.294937,47.767094,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
15874,Iguanodon,-0.2,50.983299,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
15911,Psittacosaurus,110.083336,41.016666,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
16005,Megalosaurus,0.205104,51.130219,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
16006,Diplodocus,-108.124908,44.637482,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
16009,Pentaceratops,-103.25,29.25,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
16032,Triceratops,-104.3517,43.327,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
16035,Triceratops,-103.700798,46.566898,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
16038,Tyrannosaurus,-108.016945,36.324722,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
16045,Iguanodon,-0.525794,51.066727,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
16046,Megalosaurus,-0.525794,51.066727,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
16047,Iguanodon,-0.133333,51.016666,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
16158,Allosaurus,-109.197891,37.559715,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
16176,Camarasaurus,-109.467621,37.465836,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
16187,Allosaurus,-108.120003,43.380001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
16188,Stegosaurus,-108.771576,39.150227,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
16191,Ceratosaurus,-108.771576,39.150227,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
16192,Allosaurus,-108.771576,39.150227,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
16193,Camarasaurus,-108.771576,39.150227,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
16203,Camarasaurus,-108.769501,39.149235,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
16293,Allosaurus,-108.179619,43.619564,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
16294,Camarasaurus,-108.179619,43.619564,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
16297,Iguanodon,-9.216657,38.421211,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
16298,Camarasaurus,-105.210831,40.487499,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
16303,Apatosaurus,-105.908424,42.149494,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
16689,Camarasaurus,-110.616386,45.544167,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
16690,Apatosaurus,-110.616386,45.544167,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
16699,Allosaurus,-109.292778,40.438133,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
17356,Iguanodon,-1.110258,39.730717,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
19004,Troodon,-103.099998,45.5,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
19007,Tyrannosaurus,-103.099998,45.5,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
19011,Triceratops,-103.099998,45.5,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
19014,Troodon,-103.488052,45.644169,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
19016,Tyrannosaurus,-103.488052,45.644169,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
19020,Triceratops,-103.488052,45.644169,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
19450,Triceratops,-108.101944,36.343887,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
19459,Triceratops,-108.09536,36.287422,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
20187,Triceratops,-108.101944,36.343887,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
20743,Deinonychus,-76.868477,39.070869,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
20757,Pentaceratops,-108.083336,36.099998,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
21613,Pentaceratops,-108.107803,36.393902,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
21736,Iguanodon,1.605115,50.78104,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
21776,Spinosaurus,1.916667,29.66667,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
21853,Psittacosaurus,101.621109,45.297222,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
21907,Microraptor,119.7957,40.807522,carnivorous,Early Cretaceous 125-122 million years ago,small theropod,0.8
21913,Apatosaurus,-110.687622,39.32399,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
21914,Apatosaurus,-109.935837,38.924442,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
22048,Camarasaurus,-105.210602,38.5168,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
22049,Allosaurus,-105.210602,38.5168,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
22050,Apatosaurus,-105.210602,38.5168,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
22051,Diplodocus,-105.210602,38.5168,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
22136,Spinosaurus,-4.266667,31.616667,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
22137,Spinosaurus,-3.870278,30.897499,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
22162,Tyrannosaurus,-111.0,39.0,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
22169,Spinosaurus,7.066667,28.166668,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
22193,Carcharodontosaurus,1.4719,33.054401,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
22195,Spinosaurus,10.255789,33.172859,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
22230,Spinosaurus,-4.836939,30.505667,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
22231,Spinosaurus,5.616667,17.933332,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
22264,Ankylosaurus,-107.900002,49.900002,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
22321,Apatosaurus,-109.022301,39.139599,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
22322,Apatosaurus,-106.00222,41.893055,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
22323,Apatosaurus,-105.706497,41.3139,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
22324,Apatosaurus,-106.717598,44.058601,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
22336,Allosaurus,-109.300552,40.441387,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
22337,Allosaurus,-107.779167,44.535557,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
22338,Allosaurus,-104.734703,44.458099,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23107,Ceratosaurus,-55.961945,-31.702223,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
23108,Ceratosaurus,-55.897221,-31.868889,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
23113,Allosaurus,10.067778,51.778332,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23117,Allosaurus,-8.8,39.700001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23118,Allosaurus,-8.8,39.700001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23119,Allosaurus,-8.8,39.700001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23120,Allosaurus,-8.8,39.700001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23121,Allosaurus,-8.8,39.700001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
23122,Ceratosaurus,39.389999,-9.839167,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
23124,Ceratosaurus,39.221111,-10.109722,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
23156,Dilophosaurus,-111.073608,35.736668,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
23157,Dilophosaurus,-111.083298,35.75,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
23158,Dilophosaurus,-111.083298,35.75,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
23159,Dilophosaurus,-110.701401,36.998402,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
23160,Dilophosaurus,-109.5466,38.699402,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
23253,Allosaurus,-108.792999,46.867001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
24364,Triceratops,-101.646004,44.942001,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
24373,Dilophosaurus,-111.066704,35.733299,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
24374,Dilophosaurus,-110.701401,36.998402,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
24392,Dilophosaurus,-111.073608,35.736668,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
24587,Allosaurus,-104.734703,44.458099,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
24591,Triceratops,-104.593201,47.056198,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
24620,Iguanodon,-3.286389,42.023335,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
24848,Iguanodon,-0.7084,40.661701,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
24850,Parasaurolophus,-108.152779,36.276112,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
24898,Apatosaurus,-105.192596,39.675598,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
24899,Stegosaurus,109.976997,39.1203,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
25064,Giganotosaurus,-69.184166,-39.628613,carnivorous,Early Cretaceous 112-90 million years ago,large theropod,12.5
25099,Iguanodon,-0.8167,40.116699,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25100,Iguanodon,-0.8167,40.116699,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25410,Allosaurus,-111.024002,39.005001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
25413,Apatosaurus,-111.024002,39.005001,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
25414,Camarasaurus,-111.024002,39.005001,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
25415,Stegosaurus,-111.024002,39.005001,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
25416,Ceratosaurus,-111.024002,39.005001,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
25423,Psittacosaurus,101.866699,44.748798,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
25473,Camarasaurus,-105.2397,38.5527,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
25474,Megalosaurus,6.079355,47.111912,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
25479,Triceratops,-106.9552,47.608601,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
25480,Triceratops,-107.0215,47.526402,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
25481,Triceratops,-107.053101,47.544102,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
25523,Stegosaurus,-9.2,39.169998,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
25673,Troodon,-109.269997,46.419998,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
25686,Iguanodon,-0.067222,51.074165,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25687,Iguanodon,-0.067222,51.074165,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25688,Iguanodon,-0.315833,51.103889,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25690,Iguanodon,-1.464641,50.652466,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25691,Iguanodon,-1.352,50.618999,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25692,Allosaurus,-1.418,50.633999,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
25693,Megalosaurus,-1.418,50.633999,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
25694,Iguanodon,-1.418,50.633999,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25695,Pentaceratops,-108.549721,36.2925,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
25702,Megalosaurus,-0.2985,51.086498,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
25703,Iguanodon,-0.2985,51.086498,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
25724,Megalosaurus,79.191666,19.45389,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
25742,Utahraptor,-109.656944,38.847778,carnivorous,Early Cretaceous 112-100 million years ago,large theropod,6.0
25746,Deinonychus,-109.305244,40.440887,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
25766,Deinonychus,-93.879997,34.09,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
