,name,lng,lat,diet,period,type,length
3320,Deinonychus,-108.141403,45.438999,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3323,Deinonychus,-108.811302,45.2262,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3326,Deinonychus,-108.811302,45.2262,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3328,Deinonychus,-108.811302,45.2262,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3331,Sauropelta,-108.120796,45.468201,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3333,Diplodocus,-108.100197,45.453602,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3334,Sauropelta,-108.120796,45.468201,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3338,Sauropelta,-109.706398,46.323002,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3341,Psittacosaurus,106.98333,41.5,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3343,Velociraptor,106.98278,41.500557,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
3379,Troodon,-109.099998,46.099998,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3385,Troodon,-109.66333,46.400002,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3393,Triceratops,-104.707176,43.139351,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3469,Parasaurolophus,-108.0,35.952778,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
3537,Troodon,-109.099998,46.099998,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3550,Carcharodontosaurus,28.914782,28.43112,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
3556,Spinosaurus,28.902561,28.417294,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
3559,Spinosaurus,29.116669,28.33333,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
3570,Troodon,-151.578232,70.071365,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3573,Troodon,-151.800003,69.599998,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3575,Troodon,-151.536957,70.090096,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3578,Dilophosaurus,-111.167,35.666698,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
3596,Giganotosaurus,-69.599998,-39.200001,carnivorous,Early Cretaceous 112-90 million years ago,large theropod,12.5
3597,Giganotosaurus,-68.716667,-39.206501,carnivorous,Early Cretaceous 112-90 million years ago,large theropod,12.5
3623,Argentinosaurus,-69.059998,-38.916672,herbivorous,Late Cretaceous 90 million years ago,sauropod,35.0
3631,Camarasaurus,-106.313911,35.317261,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3632,Camarasaurus,-106.313911,35.317261,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3633,Diplodocus,-106.943939,35.580383,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3662,Parasaurolophus,-111.777496,37.6777,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
3667,Troodon,-112.989502,49.9175,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
3674,Sauropelta,-108.141403,45.438999,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3680,Triceratops,-106.908333,42.155556,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3681,Triceratops,-106.883698,42.090302,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3687,Pachycephalosaurus,-104.622322,43.151543,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
3688,Triceratops,-104.1978,41.907799,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3692,Psittacosaurus,101.733887,45.395,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3701,Psittacosaurus,86.316666,46.133331,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3729,Iguanodon,-1.313889,50.587223,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3730,Iguanodon,-1.429067,50.638988,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3731,Iguanodon,-0.349444,51.049721,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3732,Iguanodon,-1.969722,50.626389,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3770,Deinonychus,-108.811302,45.341301,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3776,Psittacosaurus,120.033302,41.25,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3777,Psittacosaurus,120.033302,41.25,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3778,Psittacosaurus,120.033302,41.25,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3779,Psittacosaurus,120.033302,41.25,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3803,Styracosaurus,-111.395149,50.747826,herbivorous,Late Cretaceous 76-70 million years ago,ceratopsian,5.5
3818,Megalosaurus,-0.943333,52.24361,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3820,Megalosaurus,-2.240278,51.733891,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3822,Megalosaurus,-1.58,51.908611,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3823,Megalosaurus,-1.904167,52.009724,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3824,Megalosaurus,-1.455278,51.918331,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3829,Iguanodon,-1.158333,50.655834,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3830,Iguanodon,0.487778,50.913891,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3832,Iguanodon,-0.349444,51.049721,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3833,Megalosaurus,-1.627778,51.914444,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3834,Megalosaurus,-1.703889,51.945278,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3848,Megalosaurus,0.0,49.316669,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3852,Iguanodon,-1.157778,50.655834,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3857,Iguanodon,0.522778,51.073891,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3858,Iguanodon,0.526389,50.851665,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3861,Iguanodon,0.560833,50.865833,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3863,Iguanodon,0.554722,50.864166,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3864,Iguanodon,0.441246,50.833755,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
3873,Triceratops,-104.662415,43.298447,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3874,Triceratops,-104.624504,43.255741,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3875,Triceratops,-104.657974,43.200047,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3876,Triceratops,-104.547592,43.219185,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3877,Triceratops,-104.547592,43.219185,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3878,Triceratops,-104.553886,43.213612,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3879,Triceratops,-104.553886,43.213612,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3880,Triceratops,-104.553055,43.15778,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3881,Triceratops,-104.563087,43.132011,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3882,Triceratops,-104.476509,43.164665,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3883,Triceratops,-104.479118,43.157288,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3884,Triceratops,-104.466469,43.209248,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3885,Triceratops,-104.463478,43.193295,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3886,Triceratops,-104.473907,43.188305,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3887,Triceratops,-104.544395,43.15831,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3888,Triceratops,-104.419998,43.311951,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3889,Triceratops,-104.514442,43.183613,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3903,Camarasaurus,-105.908501,42.152802,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3904,Camarasaurus,-105.908501,42.152802,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3933,Allosaurus,-105.940292,40.092209,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3934,Apatosaurus,-105.908501,42.152802,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3935,Tyrannosaurus,-104.072433,43.128304,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
3953,Psittacosaurus,120.8722,41.601398,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3955,Spinosaurus,-3.9833,30.9,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
3956,Spinosaurus,-3.9833,30.9,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
3957,Spinosaurus,-3.9833,30.9,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
3958,Carcharodontosaurus,-3.9833,30.9,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
3961,Spinosaurus,-3.9833,30.9,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
3967,Ceratosaurus,-102.824997,36.897499,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
3972,Pachycephalosaurus,-106.300003,47.666698,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
3994,Brachiosaurus,-102.824997,36.897499,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
4169,Troodon,-112.183609,47.812222,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
4170,Troodon,-112.183609,47.812222,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
4171,Maiasaura,-112.183609,47.812222,herbivorous,Late Cretaceous 80-75 million years ago,euornithopod,9.0
4189,Torosaurus,-103.8424,45.461102,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
4208,Psittacosaurus,87.999168,55.87611,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
4209,Psittacosaurus,87.999168,55.87611,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
4211,Psittacosaurus,91.813614,56.527222,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
4222,Deinonychus,-95.822998,34.154999,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
4223,Deinonychus,-96.099998,34.400002,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
4245,Troodon,-109.5,49.099998,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
4252,Triceratops,-107.400002,49.400002,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4272,Iguanodon,5.019158,48.701614,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
4274,Iguanodon,4.95,48.633301,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
4288,Parasaurolophus,-108.256111,36.277779,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
4289,Parasaurolophus,-108.083336,36.5,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
4308,Megalosaurus,1.573869,50.706455,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
4310,Allosaurus,-109.300552,40.441387,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4311,Camarasaurus,-109.300552,40.441387,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4315,Pentaceratops,-108.226997,36.285702,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
4344,Tyrannosaurus,-108.816666,49.516666,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
4345,Triceratops,-108.816666,49.516666,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4346,Triceratops,-108.816666,49.516666,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4363,Triceratops,-104.610558,43.488888,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4365,Triceratops,-104.366386,43.301666,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4414,Deinonychus,-108.409721,45.259998,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
4416,Sauropelta,-108.409721,45.259998,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
4447,Triceratops,-107.192223,33.154167,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4448,Tyrannosaurus,-107.149719,33.242222,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
4453,Parasaurolophus,-108.0485,36.3148,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
4472,Camarasaurus,-108.774719,39.167778,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4473,Stegosaurus,-108.774719,39.167778,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4476,Allosaurus,-106.589996,41.799999,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4503,Triceratops,-107.083298,47.5667,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4504,Triceratops,-106.216698,47.599998,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4505,Triceratops,-106.216698,47.6833,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4544,Microraptor,121.222801,41.497799,carnivorous,Early Cretaceous 125-122 million years ago,small theropod,0.8
4564,Psittacosaurus,119.666702,37.0667,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
4565,Psittacosaurus,120.7136,36.9758,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
4569,Ceratosaurus,-106.291,41.967098,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
4570,Stegosaurus,-106.356903,41.916302,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4572,Stegosaurus,-106.310997,41.951698,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4573,Diplodocus,-106.310997,41.951698,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4574,Camarasaurus,-106.310997,41.951698,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4576,Apatosaurus,-105.979721,41.893055,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
4578,Stegosaurus,-110.687622,39.32399,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4593,Microraptor,120.175301,41.423901,carnivorous,Early Cretaceous 125-122 million years ago,small theropod,0.8
4610,Microraptor,120.225601,41.494999,carnivorous,Early Cretaceous 125-122 million years ago,small theropod,0.8
4627,Troodon,-112.577003,49.283001,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
4691,Camarasaurus,-103.344597,44.184399,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4729,Camarasaurus,-105.90976,42.155437,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4730,Apatosaurus,-105.90976,42.155437,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
4732,Stegosaurus,-105.90976,42.155437,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4733,Diplodocus,-105.193703,38.544998,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4734,Camarasaurus,-105.212502,38.541,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4736,Spinosaurus,-44.461399,-2.4781,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
4749,Parasaurolophus,-108.191299,36.242001,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
4751,Diplodocus,-105.192596,39.675598,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4755,Camarasaurus,-108.100197,45.453602,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4756,Camarasaurus,-107.13279,35.197208,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4757,Stegosaurus,-102.962776,36.903057,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4758,Apatosaurus,-102.962776,36.903057,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
4759,Ceratosaurus,-109.300552,40.441387,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
4791,Stegosaurus,-109.036133,39.200081,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4793,Camarasaurus,-109.036133,39.200081,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4794,Supersaurus,-109.036133,39.200081,herbivorous,Early Cretaceous 154-142 million years ago,sauropod,35.0
4795,Allosaurus,-109.036133,39.200081,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4796,Allosaurus,-109.036133,39.200081,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4797,Diplodocus,-109.036133,39.200081,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4813,Brachiosaurus,-108.650299,39.068802,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
4814,Stegosaurus,-108.647003,39.076099,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4815,Allosaurus,-108.647003,39.076099,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4816,Brachiosaurus,-108.647003,39.076099,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
4818,Allosaurus,-105.979721,41.893055,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4820,Stegosaurus,-105.908501,42.152802,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4821,Diplodocus,-107.779167,44.535557,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4822,Stegosaurus,-107.779167,44.535557,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4823,Stegosaurus,-106.021599,41.893101,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4825,Camarasaurus,-106.078903,41.878601,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4874,Triceratops,-104.5,43.0,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4876,Triceratops,-104.533302,43.233299,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4879,Tyrannosaurus,-104.533302,43.166698,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
4880,Triceratops,-104.533302,43.166698,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4881,Megalosaurus,-3.247459,51.020405,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
4882,Megalosaurus,-1.833333,51.900002,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
4890,Triceratops,-104.5,43.0,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4893,Megalosaurus,-1.833333,51.900002,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
4897,Triceratops,-104.566704,43.0667,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4899,Triceratops,-104.583298,43.116699,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4902,Tyrannosaurus,-104.650002,43.266701,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
4904,Triceratops,-104.650002,43.266701,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4907,Triceratops,-104.533302,43.283298,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4927,Velociraptor,70.701363,40.692711,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
4934,Camarasaurus,-106.390556,42.035831,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4935,Allosaurus,-106.390556,42.035831,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4936,Apatosaurus,-106.390556,42.035831,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
4937,Camarasaurus,-106.390556,42.035831,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4938,Apatosaurus,-106.390556,42.035831,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
4939,Stegosaurus,-106.390556,42.035831,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4940,Diplodocus,-105.916199,42.152302,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4942,Stegosaurus,-105.886398,42.146099,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4944,Stegosaurus,-105.908424,42.149494,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4945,Camarasaurus,-105.908501,42.152802,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4947,Allosaurus,-105.963402,41.9077,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4948,Camarasaurus,-105.963402,41.9077,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4949,Apatosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
4950,Diplodocus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4951,Diplodocus,-103.344597,44.184399,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
4954,Allosaurus,-103.377998,44.23307,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4955,Allosaurus,-107.58699,34.898651,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4956,Allosaurus,-109.1651,40.504601,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
4957,Camarasaurus,-109.1651,40.504601,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
4960,Stegosaurus,-109.1651,40.504601,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
4971,Triceratops,-100.630096,46.086899,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
4977,Megalosaurus,-3.247459,51.020405,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
4979,Iguanodon,-0.846389,51.801109,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
4980,Iguanodon,-0.35,51.133331,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
4987,Iguanodon,0.605132,50.936321,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
5074,Camarasaurus,-104.240555,44.021111,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5075,Camarasaurus,-109.207924,44.839115,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5076,Allosaurus,-106.780556,43.649166,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
5077,Camarasaurus,-106.780556,43.649166,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5078,Apatosaurus,-106.780556,43.649166,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
5079,Diplodocus,-106.780556,43.649166,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
5081,Allosaurus,-106.778,44.087002,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
5083,Camarasaurus,-106.778,44.087002,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5084,Apatosaurus,-106.778,44.087002,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
5085,Diplodocus,-106.778,44.087002,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
5087,Stegosaurus,-106.778,44.087002,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
5089,Camarasaurus,-104.613014,44.677483,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5090,Apatosaurus,-106.3153,42.181629,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
5091,Diplodocus,-106.3153,42.181629,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
5092,Apatosaurus,-110.813889,38.25222,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
5093,Stegosaurus,-109.524025,40.456348,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
5094,Allosaurus,-109.741203,38.710346,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
5095,Camarasaurus,-109.741203,38.710346,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5096,Stegosaurus,-109.741203,38.710346,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
5098,Camarasaurus,-109.935837,38.924442,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5099,Diplodocus,-109.320557,38.970001,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
5100,Spinosaurus,-5.2,30.033333,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
5102,Allosaurus,-111.1502,38.8396,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
5104,Allosaurus,-105.231598,38.547501,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
5112,Carcharodontosaurus,5.616667,17.933332,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
5113,Spinosaurus,5.616667,17.933332,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
5186,Troodon,-111.397003,50.7206,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
5189,Allosaurus,-106.145699,41.98,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
5190,Camarasaurus,-106.145699,41.98,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5191,Diplodocus,-106.145699,41.98,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
5250,Parasaurolophus,-111.565781,50.742214,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
5259,Camarasaurus,-109.300552,40.441387,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
5301,Iguanodon,-0.666667,40.666668,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
5302,Iguanodon,-0.666667,40.666668,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
5304,Iguanodon,-0.883872,40.645859,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
5305,Iguanodon,-0.883872,40.645859,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
5345,Megalosaurus,-0.241701,52.552071,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
5371,Styracosaurus,-111.575905,50.741257,herbivorous,Late Cretaceous 76-70 million years ago,ceratopsian,5.5
5372,Pachycephalosaurus,-111.575905,50.741257,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
5401,Carcharodontosaurus,0.83333,32.716671,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
5408,Megalosaurus,-1.432222,51.851944,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
5409,Megalosaurus,-2.36,51.375832,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
5419,Tyrannosaurus,-103.624443,45.65139,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
